product_title_ksa,product_title_us,price_ksa_sar,price_us_usd,price_us_in_sar,price_diff_sar,price_diff_percent,match_score
برايتووم تابلت 10 انش اندرويد 10 بشريحة اتصال 3G 32GB رباعي النواة (TF 512GB) بطارية 6000mAh كاميرا خلفية 8MP يدعم مكالمات 3G وواي فاي ونظام تحديد المواقع وبلوتوث وUSB نوع C، اسود,"Apple iPad, 10.2-Inch, Wi-Fi, 32GB, Space Gray (Renewed)",357.11,99.0,371.25,-14.14,-3.81,0.18
تابلت للاطفال 7 انش، رباعي النواة اندرويد 12 2GB 32GB، تحكم ابوي، حماية العين، حافظة مضادة للصدمات، كاميرا مزدوجة، واي فاي، بلوتوث، تابلت تعليمي للاطفال - مونكي (زهري),"Apple iPad Air 2 9.7-Inch, 32GB Tablet (Gold) (Renewed)",309.99,87.18,326.92,-16.94,-5.18,0.18
تابلت 7 انش للاطفال مع حافظة صلبة، اندرويد 13، ذاكرة RAM 4GB، ذاكرة روم 32GB، واي فاي، بلوتوث، شاشة اي بي اس امنة لحماية العين، تحكم ابوي، كاميرا مزدوجة، تابلت للتعلم والالعاب للاولاد والبنات (ارجواني,"HOTTABLET Kids Tablet 7 inch Android, 4GB RAM 32GB ROM, 1TB Expandsion, with Parental Control, WiFi, Bluetooth, Dual Camera with Silicone Case, 1PCS (Blue)",209.0,40.99,153.71,55.29,35.97,0.18
تابلت اندرويد 7 انش من رويكياي، 2GB+32GB+1TB (توسيع)، رباعي النواة، بلوتوث، واي فاي، تعليمي، موسيقى، كاميرا مزدوجة,"Apple iPad Air 2 9.7-Inch, 32GB Tablet (Gold) (Renewed)",205.0,87.18,326.92,-121.93,-37.29,0.18
كريلاندر تابلت اندرويد 13 10.1 انش مع فتحة شريحة اتصال واتصال 4G LTE، 24GB + 128GB، بطارية 5000mAh، كاميرا مزدوجة، بلوتوث/واي فاي، حزمة مع حافظة واقية، كيبورد، ماوس وقلم ستايلس,"Apple 2019 iPad 10.2-inch, Wi-Fi, 128GB - Space Gray (Renewed)",480.01,145.0,543.75,-63.74,-11.72,0.18
تابلت للاطفال 7 انش، رباعي النواة اندرويد 12 2GB 32GB، تحكم ابوي، حماية العين، حافظة مضادة للصدمات، كاميرا مزدوجة، واي فاي، بلوتوث، تابلت تعليمي للاطفال - شنطة (ازرق),"Apple iPad Air 2 9.7-Inch, 32GB Tablet (Gold) (Renewed)",289.99,87.18,326.92,-36.94,-11.3,0.18
تابلت 10.1 بوصة، ذاكرة رام سعة 4 GB وذاكرة داخلية سعة 128 GB، معالج ثماني النواة، شاشة بدقة 1280×800 بخاصية IPS، تقنية واي فاي، جي بي إس، ثنائي شرائح الاتصال، غطاء من المعدن (ذهبي),"Tablet Android 16 10 Inch 12GB RAM+64GB ROM/ 1TB Expandable, 1280 * 800 HD Touch Screen, 5G WiFi6 BT 5.0, 2 in 1 Tab with Keyboard Case Mouse Stylus (Pink)",408.88,62.99,236.21,172.67,73.1,0.18
تابلت 10.1 بوصة، ذاكرة رام سعة 4 GB وذاكرة داخلية سعة 128 GB، معالج ثماني النواة، شاشة بدقة 1280×800 بخاصية IPS، تقنية واي فاي، جي بي إس، ثنائي شرائح الاتصال، غطاء من المعدن (أرجواني),"Tablet Android 16 10 Inch 12GB RAM+64GB ROM/ 1TB Expandable, 1280 * 800 HD Touch Screen, 5G WiFi6 BT 5.0, 2 in 1 Tab with Keyboard Case Mouse Stylus (Pink)",428.88,62.99,236.21,192.67,81.57,0.18
تابلت 10 بوصة مع لوحة مفاتيح 2 في 1 اندرويد 14 مع حافطة وماوس وقلم ستايلس وبطارية 6000 مللي امبير وذاكرة 8GB + GB64 جيجا قابلة للتوسيع حتى 1024GB وشاشة 10.1 بوصة وكاميرا مزدوجة وواي فاي وبلوتوث، بينك,"Apple iPad, 10.2-Inch, Wi-Fi, 32GB, Space Gray (Renewed)",367.25,99.0,371.25,-4.0,-1.08,0.18
"حافظة حماية من بروكيس للأجهزة اللوحية، بتصميم حافظة مصنوعة من البلاستيك الصلب باللون البنفسجي | Slim protective hard-back smart cover for iPad 10.2&quot; 9th/8th/7th Gen, released 2021/2020/2019","Apple 2019 iPad 7th Gen (10.2-inch, Wi-Fi, 32GB) Silver (Renewed)",46.99,101.97,382.39,-335.4,-87.71,0.17
"حافظة حماية من جيتك لآيباد إير 11 إنش و10.9 إنش، تصميم حافظة من TPU و PU باللون الكحلي | Cover for iPad Air 11&quot; (2026-2024) &amp; Air 5/4 10.9&quot; (2022/2020), Soft TPU, Pencil Holder, Tri-Fold Stand, Auto Wake","MoKo for iPad (A16) 11th Generation Case, iPad 10th Gen Case, Navy Blue | For iPad 11/10.9 Inch Case 2025/2022, Slim Stand Hard PC Translucent Back Shell Smart Cover,Support Touch ID,Auto Wake/Sleep ClimatePartner certified",62.99,9.95,37.31,25.68,68.82,0.17
تابلت لينوفو، 10 بوصة، لون لونا جراي، معالج ميديا تك® جي 85 أو سي 2.0 جيجاهرتز، ذاكرة عشوائية 4GB، سعة تخزين 128GB، واي فاي، بطارية 5100 مللي أمبير، رقم الطراز TB311FU، مع حافظة شفافة، ZAEH0045SA,"Apple 2019 iPad 10.2-inch, Wi-Fi, 128GB - Space Gray (Renewed)",699.0,145.0,543.75,155.25,28.55,0.17
تابلت بنظام اندرويد 11، مقاس 7 انش وذاكرة 32GB و2GB RAM وواي فاي وبلوتوث وبلون اسود,"Apple iPad Air 2 9.7-Inch, 32GB Tablet (Gold) (Renewed)",260.0,87.18,326.92,-66.93,-20.47,0.17
تابلت للاطفال 7 انش، رباعي النواة اندرويد 12 2GB 32GB، تحكم ابوي، حماية العين، حافظة مضادة للصدمات، كاميرا مزدوجة، واي فاي، بلوتوث، تابلت تعليمي للاطفال - K1 (ازرق),"Apple iPad Air 2 9.7-Inch, 32GB Tablet (Gold) (Renewed)",299.99,87.18,326.92,-26.94,-8.24,0.17
تابلت 10 بوصة 2 في 1 مع لوحة مفاتيح وفأرة وقلم وواقي شاشة، نظام اندرويد 12.0، RAM 6 جيجابايت وROM 32 جيجابايت، قابل للتوسيع حتى 1 تيرابايت وكاميرا مزدوجة 2+8MP، يدعم واي فاي 6 وبلوتوث,"2 in 1 Tablet 10 Inch Android 15 Tableta, Tablets with Keyboard Mouse Case Stylus, 8GB RAM 32GB ROM Supports 1TB Expansion, 2MP+8MP Dual Camera Quad Core Processor 6000mAh Battery 10.1 IN FHD Tab Pink",519.13,64.99,243.71,275.42,113.01,0.17
تابلت TB305FU بذاكرة رام 4 جيجابايت وتخزين 128 جيجابايت من لينوفو، لون لونا جراي,"Google Pixel 8 5G,US Version, 128 GB Obsidian - Unlocked (Renewed)",476.1,288.96,1083.6,-607.5,-56.06,0.17
شاشة تلفزيون 32 بوصة سمارت فل اتش دي نظام تشفيل اندوريد 12 اطار نحيف من SREEN,"Apple 2022 iPad Pro, 12.9-inch, 128GB - Space Gray (Renewed)",450.0,609.95,2287.31,-1837.31,-80.33,0.17
جوال بوكو C85 ثنائي شرائح الاتصال بذاكرة رام 6 جيجا وذاكرة داخلية 128 جيجابايت ويدعم تقنية 4G - إصدار دولي، أخضر,"Google Pixel 8 5G,US Version, 128 GB Obsidian - Unlocked (Renewed)",599.0,288.96,1083.6,-484.6,-44.72,0.17
جوال موتورولا G35 شبكة الجيل الخامس 5G، ذاكرة RAM 8+16 جيجابايت، شريحة اتصال PSIM + eSIM، ذاكرة روم 128 جيجابايت، يونيسوك T760، شاشة POLED 6.7 بوصة 120 هرتز، اندرويد 14، أسود ميدنايت,"Samsung Galaxy A17 5G A176 Dual Sim 4GB RAM 128GB - Black - 128, W129189135 (4GB RAM 128GB - Black - 128 GB)",849.0,204.5,766.88,82.12,10.71,0.17
جوال ريدمي نوت 15 شبكة الجيل الخامس 5G ثنائي شرائح الاتصال بذاكرة رام 8 جيجابايت وذاكرة داخلية 256 جيجابايت - النسخة العالمية,"Google Pixel 8 5G,US Version, 128 GB Obsidian - Unlocked (Renewed)",978.9,288.96,1083.6,-104.7,-9.66,0.17
تابلت 11 بوصة اندرويد 15 احدث تحديث 2025 128 جيجا ROM 16 جيجا RAM 4G LTE واي فاي 5G + شبكة خلوية، ثماني النواة MTK8786، كاميرا خلفية وأمامية 13+8 ميجابكسل، شاشة انسيل FHD، دعم شريحة اتصال تي موبايل,"Tablet 11 inch Android 16 Tablet 2026 Latest Update Octa-Core 128GB+20GB | 4G LTE Tablets, 5G WiFi+Cellular, T-Mobile SIM Card Support, 13+8MP Dual Camera Support, 1TB Expansion HD Touchscreen Tableta",734.0,125.98,472.42,261.58,55.37,0.17
هواوي موبايل ميت 10 برو (شريحة واحدة) 128 جيجابايت اندرويد 8.0 اصدار المملكة المتحدة بدون شريحة اتصال - رمادي تيتانيوم,"Google Pixel 8 5G,US Version, 128 GB Obsidian - Unlocked (Renewed)",823.0,288.96,1083.6,-260.6,-24.05,0.17
"Joso Wired One Ear Headset with Mic, Single Ear Headset for PS5/PS4/Xbox/Switch/PC/iPad/Mac &amp; Tablet with 3.5mm to Type C &amp; USB-A Adapter - Chat Headphone, Office Business, Coach, Gaming, Remote Work","MNN 15.6&quot; FHD 60Hz Portable Monitor USB-C HDMI IPS HDR Gaming Laptop | 15.6&quot; FHD IPS HDR, USB-C one-cable, PC/Mac/Phone/Switch, Smart Case,Laptop , low blue, work&amp;game",106.0,49.99,187.46,-81.46,-43.46,0.17
"واقي شاشة من جيه تك لآيباد ميني A17 برو (2024) مصنوع من الزجاج المقسى مضاد للتجسس ومقاوم للخدش | For 8.3&quot; 2024/2021 Model, Anti-Spy Privacy Protection, Tempered Glass","2024 Apple iPad Mini with A17 Pro Chip (8.3-inch, Wi-Fi + Cellular, 128GB) - Blue (Renewed)",69.99,588.65,2207.44,-2137.45,-96.83,0.17
"حافظة حماية من جيتك لآيباد إير 11 إنش و10.9 إنش، حافظة مصنوعة من PU-TPU-PC باللون الفضي | Cover for iPad Air 11&quot; (2026-2024) &amp; Air 5/4 10.9&quot; (2022/2020), Clear Back, Pencil Holder, Shockproof, Tri-Fold Stand","MoKo for iPad (A16) 11th Generation Case, iPad 10th Gen Case, Navy Blue | For iPad 11/10.9 Inch Case 2025/2022, Slim Stand Hard PC Translucent Back Shell Smart Cover,Support Touch ID,Auto Wake/Sleep ClimatePartner certified",69.99,9.95,37.31,32.68,87.58,0.17
تابلت للاطفال 7 انش، رباعي النواة اندرويد 12 2GB 32GB، تحكم ابوي، حماية العين، حافظة مضادة للصدمات، كاميرا مزدوجة، واي فاي، بلوتوث، تابلت تعليمي للاطفال - K4 (ازرق),"Apple iPad Air 2 9.7-Inch, 32GB Tablet (Gold) (Renewed)",299.99,87.18,326.92,-26.94,-8.24,0.17
تابلت للاطفال 7 انش اندرويد 13، ذاكرة RAM 6GB وروم 256GB، مع بطارية 3000mAh وقلم لمس، كاميرا مزدوجة 2MP+5MP، واي فاي 5G، تطبيقات تعليمية، تابلت للاطفال مع حافظة واقية (زهري),"Apple 2024 iPad Air 13-inch, Wi-Fi, 256GB - Purple (Renewed)",197.99,771.4,2892.75,-2694.76,-93.16,0.17
تابلت للاطفال 7 انش، رباعي النواة اندرويد 12 2GB 32GB، تحكم ابوي، حماية العين، حافظة مضادة للصدمات، كاميرا مزدوجة، واي فاي، بلوتوث، تابلت تعليمي للاطفال - C8 (اخضر),"Apple iPad Air 2 9.7-Inch, 32GB Tablet (Gold) (Renewed)",259.99,87.18,326.92,-66.94,-20.47,0.17
تابلت اندرويد AGM PAD P2 Active 2025 مقاوم للماء للأماكن الخارجية، 16(8+8) GB +256GB، 10.95 بوصة FHD، 50MP+8MP، ثنائي شرائح الاتصال 4G LTE/5G Hz WiFi/GPS/OTG/IP69K/كومباس/وايدفاين L1/هيليو G99,"10 inch Tablet with Keyboard - Android 16 Tablet with 24GB+256GB+2TB Expand | 2026 Gemini AI Tablet PC with 8-Core, 5G WiFi, 8000mAh, GMS, GPS, 2-in-1 Electronic Tablet with Case, Mouse, Stylus (Black)",999.0,129.99,487.46,511.54,104.94,0.16
موتورولا G06 4G، 4+8GB RAM بوست، ذاكرة روم 128GB، ام تي كيه هيليو G81 اكستريم، شاشة 6.9 انش فائقة الدقة 120 هرتز، اندرويد 15، بانتون تيندريل,"Motorola Moto Razr 40 5G 2023, 128GB + 8GB RAM, Sage Green - Unlocked (Renewed)",449.0,224.97,843.64,-394.64,-46.78,0.16
جوال موتو G37 5G ورام 4+8 جيجابايت تخزين 128 جيجابايت وكاميرا 50 ميجابكسل بشاشة 6.67 بوصة 120 هرتز بطارية 5100 ميلّي امبير معالج ديمنستي 6300 وزجاج غوريلا جلاس 7i من موتورولا، لون أحمر (PANTONE),"Google Pixel 8 5G,US Version, 128 GB Obsidian - Unlocked (Renewed)",690.0,288.96,1083.6,-393.6,-36.32,0.16
ايه جي ام هاتف ذكي متين 4G من اتش ماكس، اندرويد 14، 4GB+128GB، 10000mAh | شاشة 16.66 سم HD+ | IP68|IP69K|خاصية التعرف على الوجه| شريحتين اتصال|ان اف سي| هاتف خارجي,"HP 14 Laptop, Intel N150, 4GB DDR5 RAM, 128GB SSD, Windows 11",629.0,299.99,1124.96,-495.96,-44.09,0.16
"جوال ريدمي 15 شبكة الجيل الخامس 5G ثنائي شرائح الاتصال 8 جيجابايت وذاكرة داخلية 256 جيجابايت - إصدار عالمي، لون تيتان جراي | Immersive 6.9” FHD+ Display, 50MP AI Dual Camera System - Global Version",BLU Bold N4 5G | Unlocked | 6.78” Curved Display + 1.74” Rear Display | 50MP + 16MP Selfie | 512/8GB I NFC I Android 15 | US Version | US Warranty | White,849.99,324.99,1218.71,-368.72,-30.26,0.16
كريلاندر تابلت اندرويد 16 8.7 انش، 16 (3+3+10) GB + 128GB مع شاشة داخلية 1340×800، كاميرا 5MP + 13MP، بطارية 5000mAh، بلوتوث/واي فاي، تابلت اندرويد صغير مع واقي,"Tablet Android 16 10 Inch 12GB RAM+64GB ROM/ 1TB Expandable, 1280 * 800 HD Touch Screen, 5G WiFi6 BT 5.0, 2 in 1 Tab with Keyboard Case Mouse Stylus (Pink)",327.61,62.99,236.21,91.4,38.69,0.16
ايه جي ام تابلت باد T2 اندرويد 14، شاشة FHD 1920x1200، ذاكرة RAM 4GB، روم 256GB (TF 512GB)، نظام تحديد المواقع/نوع C/بطارية 8000mAh، ثنائي شرائح الاتصال 4G LTE/5G Hz واي فاي/التعرف على الوجه,Samsung Straight Talk Galaxy A16 5G SM-S166V 128GB 4GB RAM Blue 6.7&quot; FHD+ Super AMOLED Android 14 Triple Rear Camera 5G Smartphone,506.0,95.0,356.25,149.75,42.04,0.16
تابلت ذكي سي ايديا 10 انش CM8800 بلس بنظام اندرويد 13 للاطفال، يدعم كيبورد وماوس بدون اسلاك، ثنائي شرائح الاتصال 5G LTE واي فاي، يدعم زووم وتيك توك مع سماعات اذن ومكبر صوت بلوتوث صغير (اسود),Samsung Galaxy Tab Active5 Pro 10.1&quot; SM-X356B 128GB 6GB Factory Unlocked WiFi + 5G LTE Cellular Rugged Tablet - International Version (Green),309.0,699.5,2623.12,-2314.12,-88.22,0.16
تابلت اندرويد 10 بوصة من فيليبس، رام 4 جيجابايت وذاكرة ROM 128 جيجابايت قابلة للتوسيع 1 تيرابايت، معالج ثماني النواة، بطارية 5000 مللي امبير في الساعة، واي فاي 6، كاميرا مزدوجة، شاشة HD، رمادي (LTE),"Apple iPad, 10.2-Inch, Wi-Fi, 32GB, Space Gray (Renewed)",529.0,99.0,371.25,157.75,42.49,0.16
جوال ذكي XS24-Pro 3G ميني، شاشة 3 بوصة ورام 2 جيجابايت وروم 16 جيجابايت وبطارية بسعة 900 مللي أمبير واندرويد 9 وثنائي شرائح الاتصال وخاصية التعرف على الوجه وكاميرا مزدوجة وواي فاي وبلوتوث من سويز,"Apple iPad Air 2, 16 GB, Space Gray (Renewed)",293.67,71.0,266.25,27.42,10.3,0.15
تابلت تابوي اندرويد 16 مع كيبورد، ذاكرة رام 24 جيجابايت، ذاكرة روم 256 | تابلت للأعمال التجارية، ثماني النواة، جيميناي ايه اي، شاشة 10 انش للعناية بالعين، وايدفاين ال 1، التعرف على الوجه، نظام تحديد,"Apple iPad Air 2, 16 GB, Space Gray (Renewed)",549.99,71.0,266.25,283.74,106.57,0.15
تابلت اندرويد 16 مقاس 11 انش، ثماني النواة، ذاكرة رام 28 جيجا، ذاكرة روم | تابلت اندرويد 16 11 انش، ثماني النواة، وايدفاين ال 1، بطارية 8000mAh، واي فاي مزدوج، جي بي اس، اف ام، كاميرات 5/8 ميجابكسل,"Apple iPad Air 2, 16 GB, Space Gray (Renewed)",471.48,71.0,266.25,205.23,77.08,0.15
تابلت كتابة LCD مقاس 13.5 بوصة (إصدار ملون) ضربات فرشاة نابضة بالحياة من شاومي | شاشة شفافة بنقرة واحدة | قلم مغناطيسي | خفيف الوزن ومحمول | خالي من الغبار والحبر | عمر بطارية طويل,"Apple 2024 iPad Air 13-inch, Wi-Fi, 256GB - Purple (Renewed)",69.0,771.4,2892.75,-2823.75,-97.61,0.15
